Sections Found,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),10/11-10/11,TBA,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),10/13-10/13,TBA,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),10/18-10/18,ONLINE,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),10/20-10/20,TBA,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),10/25-10/25,ONLINE,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),10/27-10/27,TBA,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/01-11/01,TBA,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/03-11/03,ONLINE,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/08-11/08,TBA,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/10-11/10,ONLINE,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/15-11/15,TBA,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/17-11/17,TBA,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/22-11/22,ONLINE,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),11/29-11/29,TBA,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),12/01-12/01,ONLINE,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),12/06-12/06,TBA,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,John R Sonnega (P),12/08-12/08,ONLINE,,,,
SR,10502,HLED,490,0,OA1,3,Drug Use and Abuse,,TBA,20,1,19,0,0,0,25,1,24,Jeffrey Schulz (P),08/30-12/17,ONLINE,,,,
SR,11311,HLED,495,0,OA1,3,Health Ed for Diverse Populati,,TBA,25,0,25,0,0,0,0,0,0,Jeffrey Schulz (P),08/30-12/17,ONLINE,,,,
SR,11071,HLED,550,0,MS5,3,Foundations of Health Educ,W,05:30 pm-08:20 pm,15,0,15,0,0,0,0,0,0,John R Sonnega (P),09/01-09/01,ONLINE,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),09/08-09/08,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),09/15-09/15,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),09/22-09/22,ONLINE,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),09/29-09/29,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),10/06-10/06,ONLINE,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),10/13-10/13,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),10/20-10/20,ONLINE,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),10/27-10/27,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),11/03-11/03,ONLINE,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),11/10-11/10,ONLINE,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),11/17-11/17,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),12/01-12/01,TBA,,,,
,,,,,,,,W,05:30 pm-08:20 pm,,,,,,,,,,John R Sonnega (P),12/08-12/08,TBA,,,,
SR,10524,HLED,555,0,OS5,3,Current Health Issues & Trends,M,05:30 pm-08:20 pm,15,0,15,0,0,0,0,0,0,Kathleen Conley (P),08/30-12/17,ONLINE,,,,
SR,11876,HLED,575,0,OS5,3,Implem & Admin of Health Ed,T,05:30 pm-08:20 pm,10,0,10,0,0,0,0,0,0,Mary Jo Desprez (P),08/30-12/17,ONLINE,,,,
SR,11315,HLED,593,0,OA5,3,Drug Use and Abuse,,TBA,5,0,5,0,0,0,25,1,24,Jeffrey Schulz (P),08/30-12/17,ONLINE,,,,
SR,14858,HLED,686,0,M5,3,Internship in Community Health Education,,TBA,3,0,3,0,0,0,0,0,0,Kathleen Conley (P),08/30-12/17,TBA,,,,
SR,14859,HLED,686,10,M5,3,Internship in Community Health Education,,TBA,3,0,3,0,0,0,0,0,0,Joan E Cowdery (P),08/30-12/17,TBA,,,,
SR,14860,HLED,686,11,M5,3,Internship in Community Health Education,,TBA,3,0,3,0,0,0,0,0,0,Jeffrey Schulz (P),08/30-12/17,TBA,,,,
SR,14861,HLED,686,12,M5,3,Internship in Community Health Education,,TBA,3,0,3,0,0,0,0,0,0,John R Sonnega (P),08/30-12/17,TBA,,,,
SR,14862,HLED,686,13,M5,3,Internship in Community Health Education,,TBA,3,0,3,0,0,0,0,0,0,Megan Lanee Sterling (P),08/30-12/17,TBA,,,,
SR,11150,HLED,690,0,M5,3,Project in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Kathleen Conley (P),08/30-12/17,TBA,,,,
SR,14863,HLED,690,10,M5,3,Project in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Joan E Cowdery (P),08/30-12/17,TBA,,,,
SR,14864,HLED,690,11,M5,3,Project in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Jeffrey Schulz (P),08/30-12/17,TBA,,,,
SR,14865,HLED,690,12,M5,3,Project in Health Education,,TBA,3,0,3,0,0,0,0,0,0,John R Sonnega (P),08/30-12/17,TBA,,,,
SR,14866,HLED,690,13,M5,3,Project in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Megan Lanee Sterling (P),08/30-12/17,TBA,,,,
SR,14867,HLED,692,0,M5,3,Thesis in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Kathleen Conley (P),08/30-12/17,TBA,,,,
SR,14868,HLED,692,10,M5,3,Thesis in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Joan E Cowdery (P),08/30-12/17,TBA,,,,
SR,14869,HLED,692,11,M5,3,Thesis in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Jeffrey Schulz (P),08/30-12/17,TBA,,,,
SR,14870,HLED,692,12,M5,3,Thesis in Health Education,,TBA,3,0,3,0,0,0,0,0,0,John R Sonnega (P),08/30-12/17,TBA,,,,
SR,14871,HLED,692,13,M5,3,Thesis in Health Education,,TBA,3,0,3,0,0,0,0,0,0,Megan Lanee Sterling (P),08/30-12/17,TBA,,,,
Health Promotion & Human Perf,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10555,HPHP,677,0,OA5,3,"Rsrch, Thry, & Design Health",,TBA,15,0,15,0,0,0,0,0,0,Joan E Cowdery (P),08/30-12/17,ONLINE,,,,
Hebrew,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,14581,HEBR,121A,0,OS1,3,Beginning Hebrew I,U,05:30 pm-07:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,14582,HEBR,122A,0,OS1,3,Intermediate Hebrew I,U,05:30 pm-07:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,14580,HEBR,279,0,OS1,3,Readings in Culture,U,05:30 pm-07:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
Historic Preservation,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,11673,GHPR,335,0,M1,3,Historic Preservation,TR,02:00 pm-03:15 pm,30,0,30,0,0,0,0,0,0,Matthew Russell Cook (P),08/30-12/17,TBA,,,,
SR,13603,GHPR,450,0,MA1,3,Digital Heritage,,TBA,20,0,20,0,0,0,20,0,20,Danny J Bonenberger (P),08/30-12/17,ONLINE,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/02-09/02,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/09-09/09,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/16-09/16,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/23-09/23,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/30-09/30,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/07-10/07,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/14-10/14,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/21-10/21,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/28-10/28,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),11/04-11/04,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),11/18-11/18,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),12/02-12/02,STRONG 115,,,,
SR,10053,GHPR,499,0,OA1,3,Independent Study,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,11061,GHPR,530,0,M5,2,Intro Historic Preservation,M,05:30 pm-07:10 pm,40,0,40,0,0,0,0,0,0,Nancy Bryk (P),08/30-12/17,STRONG 110,,,,
SR,15022,GHPR,532,0,M5,3,Introduction to Curatorship,W,05:30 pm-08:10 pm,25,0,25,0,0,0,0,0,0,Nancy Bryk (P),08/30-12/17,TBA,,,,
SR,13237,GHPR,542,0,M5,3,Cultural Tourism Resources,W,05:30 pm-08:10 pm,30,0,30,0,0,0,24,0,24,Richard Alan Sambrook (P),08/30-12/17,STRONG 111,,,,
SR,13217,GHPR,550,0,MA5,3,Digital Heritage,,TBA,20,0,20,0,0,0,20,0,20,Danny J Bonenberger (P),08/30-12/17,ONLINE,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/02-09/02,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/09-09/09,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/16-09/16,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),09/23-09/23,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/07-10/07,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/14-10/14,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/21-10/21,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),10/28-10/28,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),11/04-11/04,STRONG 115,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),11/18-11/18,STRONG 123,,,,
,,,,,,,,R,07:20 pm-10:00 pm,,,,,,,,,,Danny J Bonenberger (P),12/02-12/02,STRONG 123,,,,
SR,12495,GHPR,577,0,M5,2,Geographic Thought,T,07:20 pm-10:00 pm,30,0,30,0,0,0,30,1,29,Matthew Russell Cook (P),08/30-12/17,STRONG 120,,,,
SR,10054,GHPR,620,0,M5,2,Preservation Research Techniqs,R,05:30 pm-07:10 pm,20,0,20,0,0,0,0,0,0,Danny J Bonenberger (P),08/30-12/17,STRONG 110,,,,
SR,14379,GHPR,636,0,M5,3,Historic Presrvtn Field Projct,F,06:00 pm-08:30 pm,20,0,20,0,0,0,0,0,0,TBA,09/10-09/10,TBA,,,,
,,,,,,,,S,08:00 am-04:30 pm,,,,,,,,,,TBA,09/11-09/11,TBA,,,,
,,,,,,,,U,08:00 am-04:30 pm,,,,,,,,,,TBA,09/12-09/12,TBA,,,,
,,,,,,,,S,08:00 am-04:30 pm,,,,,,,,,,TBA,09/25-09/25,TBA,,,,
,,,,,,,,U,08:00 am-04:30 pm,,,,,,,,,,TBA,09/26-09/26,TBA,,,,
,,,,,,,,S,08:00 am-04:30 pm,,,,,,,,,,TBA,10/09-10/09,TBA,,,,
,,,,,,,,U,08:00 am-04:30 pm,,,,,,,,,,TBA,10/10-10/10,TBA,,,,
,,,,,,,,F,06:00 pm-08:20 pm,,,,,,,,,,TBA,10/15-10/15,TBA,,,,
SR,14380,GHPR,652,0,M5,3,Materials Conservation II,W,05:30 pm-08:10 pm,15,0,15,0,0,0,0,0,0,Jeffrey G Weatherford (P),08/30-12/17,STRONG 112,,,,
SR,10055,GHPR,690,0,M5,1,Historic Preservtn Proj/Thesis,,TBA,7,0,7,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,13223,GHPR,695,0,M5,2,Seminar in Preservation Issues,M,07:20 pm-09:00 pm,25,0,25,0,0,0,0,0,0,Nancy Bryk (P),08/30-12/17,STRONG 110,,,,
SR,10056,GHPR,697,0,M5,1,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,13828,GHPR,697,10,M5,1,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10057,GHPR,698,0,M5,2,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
History,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,11718,HIST,101,0,OA1,3,Hist of Westrn Civ-1648,,TBA,40,0,40,0,0,0,0,0,0,Roger D Long (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,11827,HIST,101,10,M1,3,Hist of Westrn Civ-1648,MW,09:30 am-10:45 am,36,0,36,0,0,0,0,0,0,Mark Whitters (P),08/30-12/17,TBA,Gen Ed Disciplines-Humanities,,,
SR,14384,HIST,101,11,OA1,3,Hist of Westrn Civ-1648,,TBA,40,0,40,0,0,0,0,0,0,John Mark Wegner (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,14385,HIST,101,12,M1,3,Hist of Westrn Civ-1648,TR,12:30 pm-01:45 pm,40,0,40,0,0,0,0,0,0,Ronald Delph (P),08/30-12/17,TBA,Gen Ed Disciplines-Humanities,,,
SR,10861,HIST,102,0,OA1,3,"Western Civilztn, 1648-WWII",,TBA,40,1,39,0,0,0,0,0,0,Ronald Delph (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,11473,HIST,102,10,M1,3,"Western Civilztn, 1648-WWII",MW,03:30 pm-04:45 pm,36,3,33,0,0,0,0,0,0,Jesse Curtis Kauffman (P),08/30-12/17,TBA,Gen Ed Disciplines-Humanities,,,
SR,12497,HIST,102,11,OA1,3,"Western Civilztn, 1648-WWII",,TBA,40,0,40,0,0,0,0,0,0,Roger D Long (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,10862,HIST,109,0,M1,3,World History to 1500,TR,02:00 pm-03:15 pm,40,3,37,0,0,0,0,0,0,Mary G Strasma (P),08/30-12/17,TBA,Gen Ed Disciplines-Humanities,,,
SR,11719,HIST,109,10,OA1,3,World History to 1500,,TBA,40,0,40,0,0,0,0,0,0,Mary G Strasma (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,14386,HIST,109,11,OA1,3,World History to 1500,,TBA,40,0,40,0,0,0,0,0,0,John Mark Wegner (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,14387,HIST,109,12,OS1,3,World History to 1500,MW,11:00 am-12:15 pm,40,0,40,0,0,0,0,0,0,John Mark Wegner (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Humanities,,,
SR,10863,HIST,110,0,M1,3,World History Since 1500,TR,11:00 am-12:15 pm,40,0,40,0,0,0,0,0,0,Joseph Engwenyu (P),08/30-12/17,TBA,Gen Ed Global Awareness,,,
SR,10864,HIST,110,10,OA1,3,World History Since 1500,,TBA,40,2,38,0,0,0,0,0,0,Roger D Long (P),08/30-12/17,ONLINE,Gen Ed Global Awareness,,,
SR,12498,HIST,110,11,OA1,3,World History Since 1500,,TBA,40,0,40,0,0,0,0,0,0,Roger D Long (P),08/30-12/17,ONLINE,Gen Ed Global Awareness,,,
SR,10865,HIST,115,0,M1,3,What Is an American?,MW,11:00 am-12:15 pm,25,2,23,0,0,0,0,0,0,Mary-Elizabeth B Murphy (P),08/30-12/17,TBA,Gen Ed US Diversity and Honors Only Section,,,
SR,11720,HIST,115,10,OA1,3,What Is an American?,,TBA,40,0,40,0,0,0,0,0,0,John G McCurdy (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,12191,HIST,115,11,M1,3,What Is an American?,TR,02:00 pm-03:15 pm,40,1,39,0,0,0,0,0,0,John G McCurdy (P),08/30-12/17,TBA,Gen Ed US Diversity,,,
SR,14388,HIST,115,12,M1,3,What Is an American?,MW,03:30 pm-04:45 pm,36,0,36,0,0,0,0,0,0,Mark David Higbee (P),08/30-12/17,TBA,Gen Ed US Diversity,,,
SR,14389,HIST,115,13,M1,3,What Is an American?,MW,11:00 am-12:15 pm,40,0,40,0,0,0,0,0,0,Mark David Higbee (P),08/30-12/17,TBA,Gen Ed US Diversity,,,
SR,10867,HIST,123,0,M1,3,The U.S. to 1877,MW,12:30 pm-01:45 pm,40,0,40,0,0,0,0,0,0,Richard Franklin Nation (P),08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,11721,HIST,123,10,OA1,3,The U.S. to 1877,,TBA,40,1,39,0,0,0,0,0,0,Steven J Ramold (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,12035,HIST,123,11,M1,3,The U.S. to 1877,TR,02:00 pm-03:15 pm,40,1,39,0,0,0,0,0,0,Richard Franklin Nation (P),08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,10868,HIST,124,0,M1,3,"The U.S., 1877 to Present",MW,09:30 am-10:45 am,40,0,40,0,0,0,0,0,0,Steven J Ramold (P),08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,11722,HIST,124,10,OA1,3,"The U.S., 1877 to Present",,TBA,40,2,38,0,0,0,0,0,0,Ashley Bavery (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,13075,HIST,124,11,M1,3,"The U.S., 1877 to Present",TR,12:30 pm-01:45 pm,40,1,39,0,0,0,0,0,0,John Mark Wegner (P),08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,11478,HIST,160,0,M1,3,Reacting to the Past,TR,12:30 pm-01:45 pm,25,0,25,0,0,0,0,0,0,Joseph Engwenyu (P),08/30-12/17,TBA,Gen Ed Disciplines-Humanities,,,
SR,14390,HIST,204,0,M1,3,Intro to History of Judaism,MW,12:30 pm-01:45 pm,35,0,35,0,0,0,0,0,0,Mark Whitters (P),08/30-12/17,TBA,Gen Ed Disciplines-Humanities,,,
SR,14391,HIST,206,0,OA1,3,History of Health and Inequality in the United States,,TBA,35,1,34,0,0,0,0,0,0,Mary-Elizabeth B Murphy (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,14392,HIST,231,0,MS1,3,Michigan in Development of US,M,11:00 am-12:15 pm,25,0,25,0,0,0,0,0,0,Amanda O Maher (P),08/30-08/30,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/08-09/08,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/13-09/13,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/15-09/15,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/20-09/20,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/22-09/22,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/27-09/27,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),09/29-09/29,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/04-10/04,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/06-10/06,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/11-10/11,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/13-10/13,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/18-10/18,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/20-10/20,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/25-10/25,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),10/27-10/27,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/01-11/01,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/03-11/03,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/08-11/08,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/10-11/10,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/15-11/15,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/17-11/17,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),11/22-11/22,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),12/01-12/01,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,M,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),12/06-12/06,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,W,11:00 am-12:15 pm,,,,,,,,,,Amanda O Maher (P),12/08-12/08,TBA,Gen Ed Disciplines-Soc Science,,,
SR,14393,HIST,279,0,M1,3,Culture & the Holocaust,MW,02:00 pm-03:15 pm,50,0,50,0,0,0,50,1,49,Jesse Curtis Kauffman (P),08/30-12/17,TBA,,,,
SR,10869,HIST,300W,0,M1,3,Researching & Writing History,TR,11:00 am-12:15 pm,25,1,24,0,0,0,0,0,0,Mary G Strasma (P),08/30-12/17,TBA,Writing Intensive,,,
SR,12308,HIST,300W,10,M1,3,Researching & Writing History,MW,09:30 am-10:45 am,25,3,22,0,0,0,25,4,21,Ashley Bavery (P),08/30-12/17,TBA,Writing Intensive,,,
SR,14403,HIST,300W,11,OS1,3,Researching & Writing History,MW,09:30 am-10:45 am,25,1,24,0,0,0,25,4,21,Ashley Bavery (P),08/30-12/17,ONLINE,Writing Intensive,,,
SR,12024,HIST,311,0,M1,3,History&Geography of Mod World,TR,09:30 am-10:45 am,50,0,50,0,0,0,50,1,49,Mary G Strasma (P),08/30-12/17,TBA,,,,
SR,10917,HIST,313,0,M1,3,Michigan History,MW,12:30 pm-01:45 pm,33,1,32,0,0,0,0,0,0,Mark David Higbee (P),08/30-12/17,TBA,,,,
SR,13079,HIST,313,10,M1,3,Michigan History,TR,09:30 am-10:45 am,33,0,33,0,0,0,0,0,0,John Mark Wegner (P),08/30-12/17,TBA,,,,
SR,14394,HIST,313,11,OA1,3,Michigan History,,TBA,33,2,31,0,0,0,0,0,0,Mark David Higbee (P),08/30-12/17,ONLINE,,,,
SR,10870,HIST,323,0,OM1,3,Greek History,,TBA,25,0,25,0,0,0,0,0,0,James Paul Holoka (P),08/30-12/17,ONLINE,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,James Paul Holoka (P),09/15-09/15,ONLINE,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,James Paul Holoka (P),09/27-09/27,ONLINE,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,James Paul Holoka (P),10/13-10/13,ONLINE,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,James Paul Holoka (P),10/27-10/27,ONLINE,,,,
,,,,,,,,M,02:00 pm-03:15 pm,,,,,,,,,,James Paul Holoka (P),11/08-11/08,ONLINE,,,,
,,,,,,,,W,02:00 pm-03:15 pm,,,,,,,,,,James Paul Holoka (P),11/17-11/17,ONLINE,,,,
