Sections Found,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,14826,AGIN,512,0,OM5,2,Psychosocial Aspects of Aging over the Life Course,W,05:30 pm-07:10 pm,12,0,12,0,0,0,25,0,25,TBA,08/30-12/17,ONLINE,,,,
,,,,,,,,,TBA,,,,,,,,,,TBA,08/30-12/17,ONLINE,,,,
SR,11602,AGIN,518,0,OA5,2,Intro Alzheimer's&Rel Dementia,,TBA,10,0,10,0,0,0,0,0,0,Jean Marie Barnas Haratsaris (P),08/30-12/17,ONLINE,,,,
SR,13127,AGIN,519,0,OA5,2,Assessing&Prevent Elder Abuse,,TBA,25,0,25,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,14827,AGIN,570,0,OS5,2,Biomedical Aspects of Aging,M,05:30 pm-07:10 pm,25,0,25,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
Anthropology,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10001,ANTH,135,0,OM1,3,Intro to Culturl Anthrop,W,09:00 am-09:30 am,33,9,24,0,0,0,98,12,86,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,10002,ANTH,135,10,OA1,3,Intro to Culturl Anthrop,,TBA,98,0,98,0,0,0,0,0,0,Xianghong Feng (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,10563,ANTH,135,11,OA1,3,Intro to Culturl Anthrop,,TBA,98,0,98,0,0,0,0,0,0,Maria Luz Garcia (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,10744,ANTH,135,12,OA1,3,Intro to Culturl Anthrop,,TBA,98,1,97,0,0,0,0,0,0,E L Cerroni-Long (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,10796,ANTH,135,13,OA1,3,Intro to Culturl Anthrop,,TBA,25,9,16,0,0,0,0,0,0,E L Cerroni-Long (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science and Honors Only Section,,,
SR,13779,ANTH,135,14,OA1,3,Intro to Culturl Anthrop,,TBA,45,1,44,0,0,0,0,0,0,Megan K Moore (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,14539,ANTH,135,15,OM1,3,Intro to Culturl Anthrop,W,12:00 pm-12:30 pm,33,2,31,0,0,0,98,12,86,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,14540,ANTH,135,16,OM1,3,Intro to Culturl Anthrop,W,03:00 pm-03:30 pm,32,1,31,0,0,0,98,12,86,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,14541,ANTH,135,17,OA1,3,Intro to Culturl Anthrop,,TBA,45,0,45,0,0,0,0,0,0,Ronald Dominic Rich (P),10/25-12/15,ONLINE,Gen Ed Global Awareness and Gen Ed Disciplines-Soc Science,,,
SR,12362,ANTH,140,0,M1,3,Intro to Physical Anthropology,MW,09:30 am-10:45 am,20,1,19,0,0,0,0,0,0,Megan K Moore (P),08/30-12/17,TBA,,,,
SR,10578,ANTH,150,0,OM1,3,Introductory Archaeology,W,09:30 am-10:00 am,15,2,13,0,0,0,45,6,39,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,14542,ANTH,150,10,OM1,3,Introductory Archaeology,W,12:30 pm-01:00 pm,15,1,14,0,0,0,45,6,39,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,14543,ANTH,150,11,OM1,3,Introductory Archaeology,W,03:30 pm-04:00 pm,15,3,12,0,0,0,45,6,39,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,12779,ANTH,210,0,M1,3,History Anthropological Theory,TR,11:00 am-12:15 pm,33,0,33,0,0,0,0,0,0,Ronald Dominic Rich (P),08/30-12/17,TBA,,,,
SR,10302,ANTH,214,0,OA1,3,U.S. Racial & Cult Minorities,,TBA,33,0,33,0,0,0,33,0,33,Ronald Dominic Rich (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,10814,ANTH,214,10,MA1,3,U.S. Racial & Cult Minorities,R,09:30 am-10:45 am,33,1,32,0,0,0,33,1,32,Solange deDeus Simoes (P),08/30-12/17,TBA,Gen Ed US Diversity,,,
,,,,,,,,,TBA,,,,,,,,,,Solange deDeus Simoes (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,10979,ANTH,214,11,OS1,3,U.S. Racial & Cult Minorities,MW,11:00 am-12:15 pm,67,0,67,0,0,0,67,0,67,Kristine Ajrouch (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,11507,ANTH,214,12,M1,3,U.S. Racial & Cult Minorities,TR,03:30 pm-04:45 pm,33,0,33,0,0,0,33,0,33,Ronald Dominic Rich (P),08/30-12/17,TBA,Gen Ed US Diversity,,,
SR,14544,ANTH,236,0,M1,3,Peoples & Cultures of Africa,TR,12:30 pm-01:45 pm,33,1,32,0,0,0,0,0,0,Julian Mills Murchison (P),08/30-12/17,TBA,,,,
SR,14545,ANTH,237,0,OM1,3,Native North American Cultures,W,10:00 am-10:30 am,11,1,10,0,0,0,33,3,30,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,14546,ANTH,237,10,OM1,3,Native North American Cultures,W,01:00 pm-01:30 pm,11,1,10,0,0,0,33,3,30,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,14547,ANTH,237,11,OM1,3,Native North American Cultures,W,04:00 pm-04:30 pm,11,1,10,0,0,0,33,3,30,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
,,,,,,,,,TBA,,,,,,,,,,Bradley Ensor (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,13481,ANTH,270,0,OA1,3,Intro to Forensic Anthropology,,TBA,33,1,32,0,0,0,33,1,32,Megan K Moore (P),08/30-12/17,ONLINE,,,,
SR,14548,ANTH,312,0,OA1,3,Visual Anthropology,,TBA,33,0,33,0,0,0,0,0,0,Xianghong Feng (P),08/30-12/17,ONLINE,,,,
SR,12387,ANTH,336,0,M1,3,Social & Cultural Change,TR,02:00 pm-03:15 pm,33,1,32,0,0,0,33,1,32,Ronald Dominic Rich (P),08/30-12/17,TBA,,,,
SR,14549,ANTH,345,0,OS1,3,Ethnographic Methods,MW,03:30 pm-04:45 pm,33,1,32,0,0,0,0,0,0,Maria Luz Garcia (P),08/30-12/17,TBA,,,,
SR,13482,ANTH,370,0,M1,3,Human Osteology in Anthropolog,MW,12:30 pm-01:45 pm,20,1,19,0,0,0,0,0,0,Megan K Moore (P),08/30-12/17,TBA,,,,
SR,14552,ANTH,412W,0,OA1,3,"Culture,Tourism&Anthroplogy",,TBA,20,2,18,0,0,0,0,0,0,Xianghong Feng (P),08/30-12/17,ONLINE,Writing Intensive,,,
SR,14550,ANTH,430,0,OA1,3,Museum Anthropology,,TBA,20,1,19,0,0,0,20,1,19,E L Cerroni-Long (P),08/30-12/17,ONLINE,,,,
SR,12986,ANTH,493L6,0,M1,3,Undergraduate Research in Anth,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11214,ANTH,499,0,M1,3,Independent Study,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,12002,ANTH,499,10,M1,3,Independent Study,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,12462,ANTH,499,11,M1,3,Independent Study,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14551,ANTH,530,0,OA5,3,Museum Anthropology,,TBA,20,0,20,0,0,0,20,1,19,E L Cerroni-Long (P),08/30-12/17,ONLINE,,,,
SR,13772,ANTH,687,0,M5,4,Internship,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
Apparel & Textile Merchandsng,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,13208,ATM,105,0,OS1,3,Integrated Arts,T,09:30 am-10:45 am,20,0,20,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,10253,ATM,118,0,M1,3,Apparel Studio,T,04:00 pm-06:45 pm,16,0,16,0,0,0,16,0,16,TBA,08/30-12/17,ROOSEV 212,,,,
SR,14812,ATM,118,10,M1,3,Apparel Studio,T,04:00 pm-06:45 pm,16,0,16,0,0,0,16,0,16,TBA,08/30-12/17,ROOSEV 214,,,,
SR,10254,ATM,145,0,MA1,3,Introduction to Business Fashion,R,09:30 am-10:45 am,20,1,19,0,0,0,0,0,0,Holly Anne Mosher (P),08/30-12/17,ROOSEV 214,,,,
,,,,,,,,,TBA,,,,,,,,,,Holly Anne Mosher (P),08/30-12/17,ONLINE,,,,
SR,13224,ATM,150,0,OM1,3,Fashion Trend Forecasting,W,06:00 pm-07:15 pm,20,0,20,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
,,,,,,,,,TBA,,,,,,,,,,TBA,08/30-12/17,ONLINE,,,,
SR,14813,ATM,150,10,M1,3,Fashion Trend Forecasting,W,06:00 pm-08:50 pm,20,0,20,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,10569,ATM,212,0,OA1,3,Textile Science 1 Fiber & Yarn,,TBA,20,2,18,0,0,0,0,0,0,Subhas Ghosh (P),08/30-12/17,ONLINE,,,,
SR,10402,ATM,302,0,M1,3,Fashion Manufacturing Techniques CAD I,TR,12:30 pm-03:15 pm,16,0,16,0,0,0,16,1,15,Julie Anne Becker (P),08/30-12/17,ROOSEV 214,,,,
SR,10375,ATM,345,0,MA1,3,Retail Math,R,11:00 am-12:15 pm,20,1,19,0,0,0,0,0,0,Holly Anne Mosher (P),08/30-12/17,ROOSEV 113,,,,
,,,,,,,,,TBA,,,,,,,,,,Holly Anne Mosher (P),08/30-12/17,ONLINE,,,,
SR,14814,ATM,497,0,M1,1,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,Holly Anne Mosher (P),08/30-12/17,TBA,,,,
SR,14815,ATM,498,0,M1,2,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,Holly Anne Mosher (P),08/30-12/17,TBA,,,,
SR,14816,ATM,499,0,M1,3,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,Holly Anne Mosher (P),08/30-12/17,TBA,,,,
Applied Music,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10579,AMUS,115A,0,M1,1,Secondary Applied Music-Clar,,TBA,15,0,15,0,0,0,0,0,0,Sandra Potkay Jackson (P),08/30-12/17,TBA,,,,
SR,10595,AMUS,115A,10,M1,1,Secondary Applied Music-Guitar,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10602,AMUS,115A,11,M1,1,Secondary Applied Music-Oboe,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10609,AMUS,115A,12,M1,1,Secondary Applied Music-Perc,,TBA,15,0,15,0,0,0,0,0,0,John Dorsey (P),08/30-12/17,TBA,,,,
SR,10618,AMUS,115A,13,M1,1,Secondary Applied Music-Piano,,TBA,15,1,14,0,0,0,0,0,0,Joel Schoenhals (P),08/30-12/17,TBA,,,,
SR,10624,AMUS,115A,14,M1,1,Secondary Applied Music-Sax,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10629,AMUS,115A,15,M1,1,Secondary Applied Music-Tromb,,TBA,15,0,15,0,0,0,0,0,0,Donald J Babcock (P),08/30-12/17,TBA,,,,
SR,10636,AMUS,115A,16,M1,1,Secondary Applied Music-Tuba,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10642,AMUS,115A,17,M1,1,Secondary Applied Music-Violin,,TBA,15,0,15,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,10670,AMUS,115A,18,M1,1,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,Robert M Peavler (P),08/30-12/17,TBA,,,,
SR,10676,AMUS,115A,19,M1,1,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,MeeAe Nam (P),08/30-12/17,TBA,,,,
SR,11179,AMUS,115A,20,M1,1,Secondary Applied Music-Piano,,TBA,15,1,14,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,11435,AMUS,115A,21,M1,1,Secondary Applied Music-Guitar,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,13831,AMUS,115A,22,M1,1,Secondary Applied Music-Piano,,TBA,15,1,14,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14436,AMUS,115A,23,M1,1,Secondary Applied Music-Viola,,TBA,15,0,15,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,14437,AMUS,115A,24,M1,1,Secondary Applied Music-Flute,,TBA,15,0,15,0,0,0,0,0,0,Julie Stone Rupp (P),08/30-12/17,TBA,,,,
SR,14438,AMUS,115A,25,M1,1,Secondary Applied Music-Horn,,TBA,15,0,15,0,0,0,0,0,0,Denise Root (P),08/30-12/17,TBA,,,,
SR,14439,AMUS,115A,26,M1,1,Secondary Applied Music-Cello,,TBA,15,0,15,0,0,0,0,0,0,Deborah Pae (P),08/30-12/17,TBA,,,,
SR,14440,AMUS,115A,27,M1,1,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14441,AMUS,115A,28,M1,1,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14442,AMUS,115A,29,M1,1,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10580,AMUS,115B,0,M1,2,Secondary Applied Music-Bssn,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10582,AMUS,115B,10,M1,2,Secondary Applied Music-Bssn,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10584,AMUS,115B,11,M1,2,Secondary Applied Music-Clar,,TBA,15,0,15,0,0,0,0,0,0,Sandra Potkay Jackson (P),08/30-12/17,TBA,,,,
SR,10599,AMUS,115B,12,M1,2,Secondary Applied Music-Harp,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10603,AMUS,115B,13,M1,2,Secondary Applied Music-Oboe,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10606,AMUS,115B,14,M1,2,Secondary Applied Music-Organ,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10637,AMUS,115B,15,M1,2,Secondary Applied Music-Tuba,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10643,AMUS,115B,16,M1,2,Secondary Applied Music-Violin,,TBA,15,0,15,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,14443,AMUS,115B,17,M1,2,Secondary Applied Music-Tromb,,TBA,15,0,15,0,0,0,0,0,0,Donald J Babcock (P),08/30-12/17,TBA,,,,
SR,14444,AMUS,115B,18,M1,2,Secondary Applied Music-Perc,,TBA,15,0,15,0,0,0,0,0,0,John Dorsey (P),08/30-12/17,TBA,,,,
SR,14445,AMUS,115B,19,M1,2,Secondary Applied Music-Viola,,TBA,15,0,15,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,14446,AMUS,115B,20,M1,2,Secondary Applied Music-Piano,,TBA,15,0,15,0,0,0,0,0,0,Joel Schoenhals (P),08/30-12/17,TBA,,,,
SR,14447,AMUS,115B,21,M1,2,Secondary Applied Music-Flute,,TBA,15,0,15,0,0,0,0,0,0,Julie Stone Rupp (P),08/30-12/17,TBA,,,,
SR,14448,AMUS,115B,22,M1,2,Secondary Applied Music-Horn,,TBA,15,0,15,0,0,0,0,0,0,Denise Root (P),08/30-12/17,TBA,,,,
SR,14449,AMUS,115B,23,M1,2,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,MeeAe Nam (P),08/30-12/17,TBA,,,,
SR,14450,AMUS,115B,24,M1,2,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,Robert M Peavler (P),08/30-12/17,TBA,,,,
SR,14451,AMUS,115B,25,M1,2,Secondary Applied Music-Cello,,TBA,15,0,15,0,0,0,0,0,0,Deborah Pae (P),08/30-12/17,TBA,,,,
SR,14452,AMUS,115B,26,M1,2,Secondary Applied Music-Piano,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14453,AMUS,115B,27,M1,2,Secondary Applied Music-Piano,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14454,AMUS,115B,28,M1,2,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14455,AMUS,115B,29,M1,2,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14456,AMUS,115B,30,M1,2,Secondary Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10585,AMUS,116A,0,M1,2,Principal Applied Music-Clar,W,12:00 pm-12:50 pm,15,1,14,0,0,0,0,0,0,Sandra Potkay Jackson (P),08/30-12/17,TBA,,,,
SR,10589,AMUS,116A,10,M1,2,Principal Applied Music-Euph,W,12:00 pm-12:50 pm,15,1,14,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10591,AMUS,116A,11,M1,2,Principal Applied Music-Flute,MW,12:00 pm-12:50 pm,14,0,14,0,0,0,0,0,0,Julie Stone Rupp (P),08/30-12/17,TBA,,,,
SR,10600,AMUS,116A,12,M1,2,Principal Applied Music-Horn,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,Denise Root (P),08/30-12/17,TBA,,,,
SR,10604,AMUS,116A,13,M1,2,Principal Applied Music-Oboe,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10607,AMUS,116A,14,M1,2,Principal Applied Music-Organ,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10610,AMUS,116A,15,M1,2,Principal Applied Music-Perc,W,12:00 pm-12:50 pm,10,1,9,0,0,0,0,0,0,John Dorsey (P),08/30-12/17,TBA,,,,
SR,10613,AMUS,116A,16,M1,2,Principal Applied Music-Piano,W,04:00 pm-04:50 pm,15,0,15,0,0,0,0,0,0,Joel Schoenhals (P),08/30-12/17,TBA,,,,
SR,10614,AMUS,116A,17,M1,2,Principal Applied Music-Piano,W,04:00 pm-04:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10621,AMUS,116A,18,M1,2,Principal Applied Music-Voice,T,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,Robert M Peavler (P),08/30-12/17,TBA,,,,
SR,10625,AMUS,116A,19,M1,2,Principal Applied Music-Sax,W,12:00 pm-12:50 pm,15,1,14,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10627,AMUS,116A,20,M1,2,Principal Applied Music-StrBas,T,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10630,AMUS,116A,21,M1,2,Principal Applied Music-Tromb,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,Donald J Babcock (P),08/30-12/17,TBA,,,,
SR,10633,AMUS,116A,22,M1,2,Principal Applied Music-Trumpt,W,12:00 pm-12:50 pm,16,0,16,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10638,AMUS,116A,23,M1,2,Principal Applied Music-Tuba,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10640,AMUS,116A,24,M1,2,Principal Applied Music-Viola,M,04:00 pm-04:50 pm,15,1,14,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,10644,AMUS,116A,25,M1,2,Principal Applied Music-Violin,M,04:00 pm-04:50 pm,15,1,14,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,10669,AMUS,116A,26,M1,2,Principal Applied Music-Voice,T,12:00 pm-12:50 pm,10,1,9,0,0,0,0,0,0,MeeAe Nam (P),08/30-12/17,TBA,,,,
SR,10671,AMUS,116A,27,M1,2,Principal Applied Music-Voice,T,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10675,AMUS,116A,28,M1,2,Principal Applied Music-Cello,M,04:00 pm-04:50 pm,15,0,15,0,0,0,0,0,0,Deborah Pae (P),08/30-12/17,TBA,,,,
SR,11207,AMUS,116A,29,M1,2,Principal Applied Music-Flute,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,Julie Stone Rupp (P),08/30-12/17,TBA,,,,
SR,11212,AMUS,116A,30,M1,2,Principal Applied Music-Guitar,T,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,11981,AMUS,116A,31,M1,2,Principal Applied Music-Trombo,W,12:00 pm-12:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,12867,AMUS,116A,32,M1,2,Principal Applied Music-Piano,,TBA,20,0,20,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,12868,AMUS,116A,33,M1,2,Principal Applied Music-Voice,,TBA,20,1,19,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14458,AMUS,116A,35,M1,2,Principal Applied Music-Voice,T,12:00 pm-12:50 pm,15,1,14,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10592,AMUS,116B,0,M1,4,Principal Applied Music-Flute,,TBA,15,0,15,0,0,0,0,0,0,Julie Stone Rupp (P),08/30-12/17,TBA,,,,
SR,10596,AMUS,116B,10,M1,4,Principal Applied Music-Guitar,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10608,AMUS,116B,11,M1,4,Principal Applied Music-Organ,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10611,AMUS,116B,12,M1,4,Principal Applied Music-Perc,,TBA,15,0,15,0,0,0,0,0,0,John Dorsey (P),08/30-12/17,TBA,,,,
SR,10615,AMUS,116B,13,M1,4,Principal Applied Music-Piano,,TBA,15,0,15,0,0,0,0,0,0,Joel Schoenhals (P),08/30-12/17,TBA,,,,
SR,10622,AMUS,116B,14,M1,4,Principal Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,MeeAe Nam (P),08/30-12/17,TBA,,,,
SR,10628,AMUS,116B,15,M1,4,Principal Applied Music-StrBas,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10645,AMUS,116B,16,M1,4,Principal Applied Music-Violin,,TBA,15,0,15,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,10826,AMUS,116B,17,M1,4,Principal Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,Robert M Peavler (P),08/30-12/17,TBA,,,,
SR,11213,AMUS,116B,18,M1,4,Principal Applied Music-Cello,,TBA,15,0,15,0,0,0,0,0,0,Deborah Pae (P),08/30-12/17,TBA,,,,
SR,14459,AMUS,116B,19,M1,4,Principal Applied Music-Tromb,,TBA,15,0,15,0,0,0,0,0,0,Donald J Babcock (P),08/30-12/17,TBA,,,,
SR,14460,AMUS,116B,20,M1,4,Principal Applied Music-Viola,,TBA,15,0,15,0,0,0,0,0,0,Daniel L Foster (P),08/30-12/17,TBA,,,,
SR,14461,AMUS,116B,21,M1,4,Principal Applied Music-Horn,,TBA,15,0,15,0,0,0,0,0,0,Denise Root (P),08/30-12/17,TBA,,,,
SR,14462,AMUS,116B,22,M1,4,Principal Applied Music-Clar,,TBA,15,0,15,0,0,0,0,0,0,Sandra Potkay Jackson (P),08/30-12/17,TBA,,,,
SR,14463,AMUS,116B,23,M1,4,Principal Applied Music-Piano,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14464,AMUS,116B,24,M1,4,Principal Applied Music-Piano,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14465,AMUS,116B,25,M1,4,Principal Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14466,AMUS,116B,26,M1,4,Principal Applied Music-Voice,,TBA,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14467,AMUS,116B,27,M1,4,Principal Applied Music-Voice,,TBA,15,1,14,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10587,AMUS,415A,0,M1,1,Secondary Applied Music-Cello,,TBA,15,0,15,0,0,0,0,0,0,Deborah Pae (P),08/30-12/17,TBA,,,,
